5.196728158842320866e-01,4.887291387253220876e-01,4.914382258413346749e-01,6.171618724035971004e-01,6.004073262066550454e-01,3.160671244813950120e-01,1.293774180852133304e-01,6.036764675682414483e-01,1.000000000000000000e+00,9.859006754579648923e-01,6.563735374115199361e-01,0.000000000000000000e+00,3.689797086562991435e-01
0.000000000000000000e+00,5.544911644930821115e-01,9.203695938179861091e-01,2.216794021058401676e-01,2.514555826395989957e-01,9.332900285087761816e-01,8.104767112482296199e-01,2.192042866101717447e-01,5.012241168693013504e-01,9.571063035593904145e-01,5.740692250552096310e-01,1.095120227857956929e-01,1.000000000000000000e+00
7.536410671217903534e-01,1.000000000000000000e+00,8.347733824590277685e-01,0.000000000000000000e+00,4.226980495520103465e-01,9.329601288571957030e-01,7.319951558877775266e-01,1.996882333803392529e-01,2.869549660976888905e-01,5.016878371929452962e-01,2.929523909460306497e-01,1.638243578890256069e-01,5.904094916643319868e-01
4.139734908816628534e-01,0.000000000000000000e+00,9.043759576190658622e-01,5.931387349508095985e-01,5.158141436508956179e-02,9.892591258814305011e-01,1.000000000000000000e+00,5.155151433552053186e-01,3.160155419174568991e-01,8.181011512808721298e-01,6.363897393685152837e-01,1.832816168808294515e-03,3.875827218916726435e-01
2.440444342594188243e-01,0.000000000000000000e+00,3.522506855799256015e-02,3.746634684696013018e-01,6.381172489142602489e-01,7.425777939154873941e-01,4.262849328499039858e-01,3.065536738873062689e-02,6.627619348443997138e-01,1.000000000000000000e+00,8.624726842333653165e-01,3.491687324265147496e-01,2.369556179372435123e-01
9.734574253102145081e-01,8.247798922327577165e-01,4.638354383414539095e-02,6.785978112686243957e-01,1.000000000000000000e+00,8.402681259311994832e-01,3.004919711059004794e-01,1.729522342661671819e-01,7.225673408073122195e-01,7.188186827266903611e-01,4.854597014407282529e-01,0.000000000000000000e+00,4.147408689488794042e-01
4.444524169898779187e-01,7.957673252092781757e-01,8.505879620573624234e-01,0.000000000000000000e+00,3.290120059492267490e-01,1.000000000000000000e+00,7.107007490655379289e-01,3.770408307625873479e-02,3.853323529357297050e-01,6.921580833021637735e-01,4.289762473341034998e-01,1.257367049095286984e-03,7.664688045877513511e-01
7.011178386778825766e-01,4.230629820134286234e-01,0.000000000000000000e+00,7.710785058878703024e-01,1.000000000000000000e+00,7.439540930544424890e-01,5.474905899366046963e-02,7.622399526204221010e-02,5.540479598649669102e-01,7.347219684009812513e-01,5.087554192299972300e-01,1.214715313685298982e-02,5.447626922816310030e-02
7.996045566522751447e-01,6.843829684223627918e-01,1.166053391544419338e-01,5.823553277948620988e-01,9.460605396573306125e-01,9.223708435027742070e-01,3.725373671868895120e-01,2.093341589884762655e-01,9.487167652765436943e-01,1.000000000000000000e+00,6.758925198491639863e-01,0.000000000000000000e+00,7.532794177741101160e-01
9.836491069889734540e-01,1.000000000000000000e+00,5.672772186565340213e-01,1.581269311839456904e-01,6.165055961658882921e-01,8.294671682606191698e-01,4.672979160628563666e-01,0.000000000000000000e+00,4.353872218782298686e-01,5.454226006136665417e-01,3.086946703146141169e-01,2.133658601246962994e-01,6.965177505682228487e-01
